title,venue,year,pages,author,url,month,comment,code
Privacy Preserving Stochastic Channel-Based Federated Learning with Neural Network Pruning,arXiv,2019,1910.02115,"Rulin Shao, Hui Liu, Dianbo Liu",https://arxiv.org/abs/1910.02115,10,,
Confederated Machine Learning on Horizontally and Vertically Separated Medical Data for Large-Scale Health System Intelligence,arXiv,2019,1910.02109,"Dianbo Liu, Kathe Fox, Griffin Weber, Tim Miller",https://arxiv.org/abs/1910.02109,10,,
Clustered Federated Learning: Model-Agnostic Distributed Multi-Task Optimization under Privacy Constraints,arXiv,2019,1910.01991,"Felix Sattler, Klaus-Robert Müller, Wojciech Samek",https://arxiv.org/abs/1910.01991,10,,
SAFA: a Semi-Asynchronous Protocol for Fast Federated Learning with Low Overhead,arXiv,2019,1910.01355,"Wentai Wu, Ligang He, Weiwei Lin, Rui Mao, Carsten Maple, Stephen Jarvis",https://arxiv.org/abs/1910.01355,10,"16 pages, 8 figures",
Privacy-preserving Federated Brain Tumour Segmentation,arXiv,2019,1910.00962,"Wenqi Li, Fausto Milletarì, Daguang Xu, Nicola Rieke, Jonny Hancox, Wentao Zhu, Maximilian Baust, Yan Cheng, Sébastien Ourselin, M. Jorge Cardoso, Andrew Feng",https://arxiv.org/abs/1910.00962,10,MICCAI MLMI 2019,
FedPAQ: A Communication-Efficient Federated Learning Method with Periodic Averaging and Quantization,arXiv,2019,1909.13014,"Amirhossein Reisizadeh, Aryan Mokhtari, Hamed Hassani, Ali Jadbabaie, Ramtin Pedarsani",https://arxiv.org/abs/1909.13014,09,,
Towards Federated Graph Learning for Collaborative Financial Crimes Detection,arXiv,2019,1909.12946,"Toyotaro Suzumura, Yi Zhou, Natahalie Baracaldo, Guangnan Ye, Keith Houck, Ryo Kawahara, Ali Anwar, Lucia Larise Stavarache, Yuji Watanabe, Pablo Loyola, Daniel Klyashtorny, Heiko Ludwig, Kumar Bhaskaran",https://arxiv.org/abs/1909.12946,09,,
Handwritten Amharic Character Recognition Using a Convolutional Neural Network,arXiv,2019,1909.12943,"Mesay Samuel Gondere, Lars Schmidt-Thieme, Abiot Sinamo Boltena, Hadi Samer Jomaa",https://arxiv.org/abs/1909.12943,09,ECDA2019 Conference Oral Presentation,
Active Federated Learning,arXiv,2019,1909.12641,"Jack Goetz, Kshitiz Malik, Duc Bui, Seungwhan Moon, Honglei Liu, Anuj Kumar",https://arxiv.org/abs/1909.12641,09,,
Cell-Free Massive MIMO for Wireless Federated Learning,arXiv,2019,1909.12567,"Tung T. Vu, Duy T. Ngo, Nguyen H. Tran, Hien Quoc Ngo, Minh N. Dao, Richard H. Middleton",https://arxiv.org/abs/1909.12567,09,"IEEE Transactions on Wireless Communications, accepted for publication",
Federated User Representation Learning,arXiv,2019,1909.12535,"Duc Bui, Kshitiz Malik, Jack Goetz, Honglei Liu, Seungwhan Moon, Anuj Kumar, Kang G. Shin",https://arxiv.org/abs/1909.12535,09,,
Improving Federated Learning Personalization via Model Agnostic Meta Learning,arXiv,2019,1909.12488,"Yihan Jiang, Jakub Konečný, Keith Rush, Sreeram Kannan",https://arxiv.org/abs/1909.12488,09,,
Model Pruning Enables Efficient Federated Learning on Edge Devices,arXiv,2019,1909.12326,"Yuang Jiang, Shiqiang Wang, Victor Valls, Bong Jun Ko, Wei-Han Lee, Kin K. Leung, Leandros Tassiulas",https://arxiv.org/abs/1909.12326,09,Accepted for publication in IEEE Transactions on Neural Networks and Learning Systems (TNNLS),
Federated Learning in Mobile Edge Networks: A Comprehensive Survey,arXiv,2019,1909.11875,"Wei Yang Bryan Lim, Nguyen Cong Luong, Dinh Thai Hoang, Yutao Jiao, Ying-Chang Liang, Qiang Yang, Dusit Niyato, Chunyan Miao",https://arxiv.org/abs/1909.11875,09,,
Optimal query complexity for private sequential learning against eavesdropping,arXiv,2019,1909.09836,"Jiaming Xu, Kuang Xu, Dana Yang",https://arxiv.org/abs/1909.09836,09,,
Detailed comparison of communication efficiency of split learning and federated learning,arXiv,2019,1909.09145,"Abhishek Singh, Praneeth Vepakomma, Otkrist Gupta, Ramesh Raskar",https://arxiv.org/abs/1909.09145,09,,
Measure Contribution of Participants in Federated Learning,arXiv,2019,1909.08525,"Guan Wang, Charlie Xiaoqian Dang, Ziye Zhou",https://arxiv.org/abs/1909.08525,09,arXiv admin note: text overlap with arXiv:1905.04519,
The Disruptions of 5G on Data-driven Technologies and Applications,arXiv,2019,1909.08096,"Dumitrel Loghin, Shaofeng Cai, Gang Chen, Tien Tuan Anh Dinh, Feiyi Fan, Qian Lin, Janice Ng, Beng Chin Ooi, Xutao Sun, Quang-Trung Ta, Wei Wang, Xiaokui Xiao, Yang Yang, Meihui Zhang, Zhonghua Zhang",https://arxiv.org/abs/1909.08096,09,"19 pages, 10 figures, 3 tables",
A Joint Learning and Communications Framework for Federated Learning over Wireless Networks,arXiv,2019,1909.07972,"Mingzhe Chen, Zhaohui Yang, Walid Saad, Changchuan Yin, H. Vincent Poor, Shuguang Cui",https://arxiv.org/abs/1909.07972,09,This paper has been accepted by IEEE Transactions on Wireless Communications. Our code is available at: https://github.com/mzchen0/Wireless-FL,https://github.com/mzchen0/Wireless-FL
BAFFLE : Blockchain Based Aggregator Free Federated Learning,arXiv,2019,1909.07452,"Paritosh Ramanan, Kiyoshi Nakayama",https://arxiv.org/abs/1909.07452,09,,
On Safeguarding Privacy and Security in the Framework of Federated Learning,arXiv,2019,1909.06512,"Chuan Ma, Jun Li, Ming Ding, Howard Hao Yang, Feng Shu, Tony Q. S. Quek, H. Vincent Poor",https://arxiv.org/abs/1909.06512,09,This paper has been accepted by IEEE Network Magazine,
Measuring the Effects of Non-Identical Data Distribution for Federated Visual Classification,arXiv,2019,1909.06335,"Tzu-Ming Harry Hsu, Hang Qi, Matthew Brown",https://arxiv.org/abs/1909.06335,09,,
Communication-Efficient Distributed Optimization in Networks with Gradient Tracking and Variance Reduction,arXiv,2019,1909.05844,"Boyue Li, Shicong Cen, Yuxin Chen, Yuejie Chi",https://arxiv.org/abs/1909.05844,09,,
Differentially Private Meta-Learning,arXiv,2019,1909.05830,"Jeffrey Li, Mikhail Khodak, Sebastian Caldas, Ameet Talwalkar",https://arxiv.org/abs/1909.05830,09,,
HHHFL: Hierarchical Heterogeneous Horizontal Federated Learning for Electroencephalography,arXiv,2019,1909.05784,"Dashan Gao, Ce Ju, Xiguang Wei, Yang Liu, Tianjian Chen, Qiang Yang",https://arxiv.org/abs/1909.05784,09,"5 pages, 6 figures, Accepted for International Workshop on Federated Machine Learning for User Privacy and Data Confidentiality in Conjunction with IJCAI 2019 (FL-IJCAI'2019)",
Byzantine-Robust Federated Machine Learning through Adaptive Model Averaging,arXiv,2019,1909.05125,"Luis Muñoz-González, Kenneth T. Co, Emil C. Lupu",https://arxiv.org/abs/1909.05125,09,,
Gradient Descent with Compressed Iterates,arXiv,2019,1909.04716,"Ahmed Khaled, Peter Richtárik",https://arxiv.org/abs/1909.04716,09,"NeurIPS 2019 Workshop on Federated Learning for Data Privacy and Confidentiality. 10 pages, 1 algorithm, 1 theorem, 5 lemmas",
First Analysis of Local GD on Heterogeneous Data,arXiv,2019,1909.04715,"Ahmed Khaled, Konstantin Mishchenko, Peter Richtárik",https://arxiv.org/abs/1909.04715,09,"NeurIPS 2019 Workshop on Federated Learning for Data Privacy and Confidentiality. 11 pages, 4 lemmas, 1 theorem",
SystemDS: A Declarative Machine Learning System for the End-to-End Data Science Lifecycle,arXiv,2019,1909.02976,"Matthias Boehm, Iulian Antonov, Sebastian Baunsgaard, Mark Dokter, Robert Ginthoer, Kevin Innerebner, Florijan Klezin, Stefanie Lindstaedt, Arnab Phani, Benjamin Rath, Berthold Reinwald, Shafaq Siddiqi, Sebastian Benjamin Wrede",https://arxiv.org/abs/1909.02976,09,CIDR 2020,
Big Data Intelligence Using Distributed Deep Neural Networks,arXiv,2019,1909.02873,"Felix Ongati, Dr. Eng. Lawrence Muchemi",https://arxiv.org/abs/1909.02873,09,Computational Intelligence Postgraduate Research Project. 7 pages,
Hierarchical Federated Learning Across Heterogeneous Cellular Networks,arXiv,2019,1909.02362,"Mehdi Salehi Heydar Abad, Emre Ozfatura, Deniz Gunduz, Ozgur Ercetin",https://arxiv.org/abs/1909.02362,09,,
Energy Demand Prediction with Federated Learning for Electric Vehicle Networks,arXiv,2019,1909.00907,"Yuris Mulya Saputra, Dinh Thai Hoang, Diep N. Nguyen, Eryk Dutkiewicz, Markus Dominik Mueck, Srikathyayani Srikanteswara",https://arxiv.org/abs/1909.00907,09,"6 pages, 4 figures, the paper has been accepted on IEEE GLOBECOM Conference 2019",
Federated Imitation Learning: A Privacy Considered Imitation Learning Framework for Cloud Robotic Systems with Heterogeneous Sensor Data,arXiv,2019,1909.00895,"Boyi Liu, Lujia Wang, Ming Liu, Cheng-Zhong Xu",https://arxiv.org/abs/1909.00895,09,,
Rewarding High-Quality Data via Influence Functions,arXiv,2019,1908.11598,"Adam Richardson, Aris Filos-Ratsikas, Boi Faltings",https://arxiv.org/abs/1908.11598,08,,
An End-to-End Encrypted Neural Network for Gradient Updates Transmission in Federated Learning,arXiv,2019,1908.08340,"Hongyu Li, Tianqi Han",https://arxiv.org/abs/1908.08340,08,"8 pages, 3 figures",
"Federated Learning: Challenges, Methods, and Future Directions",arXiv,2019,1908.07873,"Tian Li, Anit Kumar Sahu, Ameet Talwalkar, Virginia Smith",https://arxiv.org/abs/1908.07873,08,,
Decentralized Federated Learning: A Segmented Gossip Approach,arXiv,2019,1908.07782,"Chenghao Hu, Jingyan Jiang, Zhi Wang",https://arxiv.org/abs/1908.07782,08,Accepted to the 1st International Workshop on Federated Machine Learning for User Privacy and Data Confidentiality (FML'19),
Securing HPC using Federated Authentication,arXiv,2019,1908.07573,"Andrew Prout, William Arcand, David Bestor, Bill Bergeron, Chansup Byun, Vijay Gadepally, Michael Houle, Matthew Hubbell, Michael Jones, Anna Klein, Peter Michaleas, Lauren Milechin, Julie Mullen, Antonio Rosa, Siddharth Samsi, Charles Yee, Albert Reuther, Jeremy Kepner",https://arxiv.org/abs/1908.07573,08,,
On Analog Gradient Descent Learning over Multiple Access Fading Channels,arXiv,2019,1908.07463,"Tomer Sery, Kobi Cohen",https://arxiv.org/abs/1908.07463,08,"32 pages, 6 figures",
Towards Effective Device-Aware Federated Learning,arXiv,2019,1908.07420,"Vito Walter Anelli, Yashar Deldjoo, Tommaso Di Noia, Antonio Ferrara",https://arxiv.org/abs/1908.07420,08,"12 pages, AIIA 2019, 18th International Conference of the Italian Association for Artificial Intelligence",
"Federated Learning for Wireless Communications: Motivation, Opportunities and Challenges",arXiv,2019,1908.06847,"Solmaz Niknam, Harpreet S. Dhillon, Jeffery H. Reed",https://arxiv.org/abs/1908.06847,08,,
Scheduling Policies for Federated Learning in Wireless Networks,arXiv,2019,1908.06287,"Howard H. Yang, Zuozhu Liu, Tony Q. S. Quek, H. Vincent Poor",https://arxiv.org/abs/1908.06287,08,,
Federated Learning with Additional Mechanisms on Clients to Reduce Communication Costs,arXiv,2019,1908.05891,"Xin Yao, Tianchi Huang, Chenglei Wu, Rui-Xiao Zhang, Lifeng Sun",https://arxiv.org/abs/1908.05891,08,This is a combination version of our papers in VCIP 2018 and ICIP 2019,
Two-stage Federated Phenotyping and Patient Representation Learning,arXiv,2019,1908.05596,"Dianbo Liu, Dmitriy Dligach, Timothy Miller",https://arxiv.org/abs/1908.05596,08,9 pages; Proceedings of the 18th BioNLP Workshop and Shared Task,
Motivating Workers in Federated Learning: A Stackelberg Game Perspective,arXiv,2019,1908.03092,"Yunus Sarikaya, Ozgur Ercetin",https://arxiv.org/abs/1908.03092,08,arXiv admin note: text overlap with arXiv:1811.12082 by other authors,
Modelling Segmented Cardiotocography Time-Series Signals Using One-Dimensional Convolutional Neural Networks for the Early Detection of Abnormal Birth Outcomes,arXiv,2019,1908.02338,"Paul Fergus, Carl Chalmers, Casimiro Curbelo Montanez, Denis Reilly, Paulo Lisboa, Beth Pineles",https://arxiv.org/abs/1908.02338,08,"11 Pages, 12 Figures (excluding profile pictures), accepted for publication in IEEE Transactions in Emerging Topics in Computational Intelligence",
Edge AIBench: Towards Comprehensive End-to-end Edge Computing Benchmarking,arXiv,2019,1908.01924,"Tianshu Hao, Yunyou Huang, Xu Wen, Wanling Gao, Fan Zhang, Chen Zheng, Lei Wang, Hainan Ye, Kai Hwang, Zujie Ren, Jianfeng Zhan",https://arxiv.org/abs/1908.01924,08,,
A Federated Learning Approach for Mobile Packet Classification,arXiv,2019,1907.13113,"Evita Bakopoulou, Balint Tillman, Athina Markopoulou",https://arxiv.org/abs/1907.13113,07,,
Mapping road safety features from streetview imagery: A deep learning approach,arXiv,2019,1907.12647,"Arpan Sainju, Zhe Jiang",https://arxiv.org/abs/1907.12647,07,"17 pages, 16 figures, 3 tables",
Data Aggregation Techniques for Internet of Things,arXiv,2019,1907.11367,Sunny Sanyal,https://arxiv.org/abs/1907.11367,07,"This is the master's thesis of Mr. Sunny Sanyal, who graduated from Chongqing University of Posts and Telecommunications, Chongqing, China. This thesis document has received the Excellent Master's thesis Award 2019 (includes all departments) from the University. All the chapters in this thesis are published in various venues",
Boosting Privately: Privacy-Preserving Federated Extreme Boosting for Mobile Crowdsensing,arXiv,2019,1907.10218,"Yang Liu, Zhuo Ma, Ximeng Liu, Siqi Ma, Surya Nepal, Robert Deng",https://arxiv.org/abs/1907.10218,07,,
Federated Learning over Wireless Fading Channels,arXiv,2019,1907.09769,"Mohammad Mohammadi Amiri, Deniz Gunduz",https://arxiv.org/abs/1907.09769,07,"to appear, IEEE Transactions on Wireless Communications",
"A Survey on Federated Learning Systems: Vision, Hype and Reality for Data Privacy and Protection",arXiv,2019,1907.09693,"Qinbin Li, Zeyi Wen, Zhaomin Wu, Sixu Hu, Naibo Wang, Yuan Li, Xu Liu, Bingsheng He",https://arxiv.org/abs/1907.09693,07,Accepted to IEEE Transactions on Knowledge and Data Engineering (TKDE),
FedHealth: A Federated Transfer Learning Framework for Wearable Healthcare,arXiv,2019,1907.09173,"Yiqiang Chen, Jindong Wang, Chaohui Yu, Wen Gao, Xin Qin",https://arxiv.org/abs/1907.09173,07,IJCAI-19 Workshop on Federated Machine Learning for User Privacy and Data Confidentiality (IJCAI (FML)) 2019; fix typos; journal version: https://ieeexplore.ieee.org/document/9076082,
Federated Principal Component Analysis,arXiv,2019,1907.08059,"Andreas Grammenos, Rodrigo Mendoza-Smith, Jon Crowcroft, Cecilia Mascolo",https://arxiv.org/abs/1907.08059,07,"36 pages, 13 figures, 1 table. Accepted for publication at Neural Information Processing Systems (NeurIPS 2020), Vancouver, Canada",
The Tradeoff Between Privacy and Accuracy in Anomaly Detection Using Federated XGBoost,arXiv,2019,1907.07157,"Mengwei Yang, Linqi Song, Jie Xu, Congduan Li, Guozhen Tan",https://arxiv.org/abs/1907.07157,07,,
Federated Reinforcement Distillation with Proxy Experience Memory,arXiv,2019,1907.06536,"Han Cha, Jihong Park, Hyesung Kim, Seong-Lyun Kim, Mehdi Bennis",https://arxiv.org/abs/1907.06536,07,"To be presented at the 28th International Joint Conference on Artificial Intelligence (IJCAI-19), 1st International Workshop on Federated Machine Learning for User Privacy and Data Confidentiality (FML'19), Macao, China",
Multi-hop Federated Private Data Augmentation with Sample Compression,arXiv,2019,1907.06426,"Eunjeong Jeong, Seungeun Oh, Jihong Park, Hyesung Kim, Mehdi Bennis, Seong-Lyun Kim",https://arxiv.org/abs/1907.06426,07,"to be presented at the 28th International Joint Conference on Artificial Intelligence (IJCAI-19), 1st International Workshop on Federated Machine Learning for User Privacy and Data Confidentiality (FML'19), Macao, China",
Energy-Efficient Radio Resource Allocation for Federated Edge Learning,arXiv,2019,1907.06040,"Qunsong Zeng, Yuqing Du, Kin K. Leung, Kaibin Huang",https://arxiv.org/abs/1907.06040,07,,
Privacy-Preserving Classification with Secret Vector Machines,arXiv,2019,1907.03373,"Valentin Hartmann, Konark Modi, Josep M. Pujol, Robert West",https://arxiv.org/abs/1907.03373,07,"10 pages, 7 figures",
TrustSAS: A Trustworthy Spectrum Access System for the 3.5 GHz CBRS Band,arXiv,2019,1907.03136,"Mohamed Grissa, Attila A. Yavuz, Bechir Hamdaoui",https://arxiv.org/abs/1907.03136,07,"9 pages, 2 Figures, 5 tables",
Wireless Federated Distillation for Distributed Edge Learning with Heterogeneous Data,arXiv,2019,1907.02745,"Jin-Hyun Ahn, Osvaldo Simeone, Joonhyuk Kang",https://arxiv.org/abs/1907.02745,07,submitted for conference publication,
On the Convergence of FedAvg on Non-IID Data,arXiv,2019,1907.02189,"Xiang Li, Kaixuan Huang, Wenhao Yang, Shusen Wang, Zhihua Zhang",https://arxiv.org/abs/1907.02189,07,2020 International Conference on Learning Representations,
A Case Study of Deep-Learned Activations via Hand-Crafted Audio Features,arXiv,2019,1907.01813,"Olga Slizovskaia, Emilia Gómez, Gloria Haro",https://arxiv.org/abs/1907.01813,07,"The 2018 Joint Workshop on Machine Learning for Music, The Federated Artificial Intelligence Meeting (FAIM), Joint workshop program of ICML, IJCAI/ECAI, and AAMAS, Stockholm, Sweden, Saturday, July 14th, 2018",
Astraea: Self-balancing Federated Learning for Improving Classification Accuracy of Mobile Deep Learning Applications,arXiv,2019,1907.01132,"Moming Duan, Duo Liu, Xianzhang Chen, Yujuan Tan, Jinting Ren, Lei Qiao, Liang Liang",https://arxiv.org/abs/1907.01132,07,Published as a conference paper at IEEE 37th International Conference on Computer Design (ICCD) 2019,
Privacy-Preserving Blockchain-Based Federated Learning for IoT Devices,arXiv,2019,1906.10893,"Yang Zhao, Jun Zhao, Linshan Jiang, Rui Tan, Dusit Niyato, Zengxiang Li, Lingjuan Lyu, Yingbo Liu",https://arxiv.org/abs/1906.10893,06,This paper appears in IEEE Internet of Things Journal (IoT-J),
Active Learning Solution on Distributed Edge Computing,arXiv,2019,1906.10718,"Jia Qian, Sayantan Sengupta, Lars Kai Hansen",https://arxiv.org/abs/1906.10718,06,,
Privacy Preserving QoE Modeling using Collaborative Learning,arXiv,2019,1906.09248,"Selim Ickin, Konstantinos Vandikas, Markus Fiedler",https://arxiv.org/abs/1906.09248,06,"6 pages, 4 figures, 7 tables, submitted",
Predicting Future Opioid Incidences Today,arXiv,2019,1906.08891,"Sandipan Choudhuri, Kaustav Basu, Kevin Thomas, Arunabha Sen",https://arxiv.org/abs/1906.08891,06,,
Scalable and Differentially Private Distributed Aggregation in the Shuffled Model,arXiv,2019,1906.08320,"Badih Ghazi, Rasmus Pagh, Ameya Velingker",https://arxiv.org/abs/1906.08320,06,"17 pages, 1 figure, 1 table, 2 algorithms",
Robust Federated Learning in a Heterogeneous Environment,arXiv,2019,1906.06629,"Avishek Ghosh, Justin Hong, Dong Yin, Kannan Ramchandran",https://arxiv.org/abs/1906.06629,06,Fixing technical issues. Please discard any previous version,
Variational Federated Multi-Task Learning,arXiv,2019,1906.06268,"Luca Corinzia, Ami Beuret, Joachim M. Buhmann",https://arxiv.org/abs/1906.06268,06,,
Secure Federated Matrix Factorization,arXiv,2019,1906.05108,"Di Chai, Leye Wang, Kai Chen, Qiang Yang",https://arxiv.org/abs/1906.05108,06,,
Federated Learning for Emoji Prediction in a Mobile Keyboard,arXiv,2019,1906.04329,"Swaroop Ramaswamy, Rajiv Mathews, Kanishka Rao, Françoise Beaufays",https://arxiv.org/abs/1906.04329,06,,
Federated AI lets a team imagine together: Federated Learning of GANs,arXiv,2019,1906.03595,"Rajagopal. A, Nirmala. V",https://arxiv.org/abs/1906.03595,06,"Keywords. Artificial Intelligence, Distributed Machine Learning, Generative Deep Learning, Generative Adversarial Networks, Federated learning, Creative AI, AI based Collaboration, AI planning",
Adaptive Gradient-Based Meta-Learning Methods,arXiv,2019,1906.02717,"Mikhail Khodak, Maria-Florina Balcan, Ameet Talwalkar",https://arxiv.org/abs/1906.02717,06,NeurIPS 2019,
Distributed Training with Heterogeneous Data: Bridging Median- and Mean-Based Algorithms,arXiv,2019,1906.01736,"Xiangyi Chen, Tiancong Chen, Haoran Sun, Zhiwei Steven Wu, Mingyi Hong",https://arxiv.org/abs/1906.01736,06,,
Towards Fair and Privacy-Preserving Federated Deep Models,arXiv,2019,1906.01167,"Lingjuan Lyu, Jiangshan Yu, Karthik Nandakumar, Yitong Li, Xingjun Ma, Jiong Jin, Han Yu, Kee Siong Ng",https://arxiv.org/abs/1906.01167,06,Accepted for publication in TPDS,
Secure Distributed On-Device Learning Networks With Byzantine Adversaries,arXiv,2019,1906.00887,"Yanjie Dong, Julian Cheng, Md. Jahangir Hossain, Victor C. M. Leung",https://arxiv.org/abs/1906.00887,06,This work was in part accepted by IEEE Network,
Federated Hierarchical Hybrid Networks for Clickbait Detection,arXiv,2019,1906.00638,"Feng Liao, Hankz Hankui Zhuo, Xiaoling Huang, Yu Zhang",https://arxiv.org/abs/1906.00638,06,10 pages,
Evaluating Memento Service Optimizations,arXiv,2019,1906.00058,"Martin Klein, Lyudmila Balakireva, Harihar Shankar",https://arxiv.org/abs/1906.00058,06,short paper accepted at JCDL 2019,
Bayesian Nonparametric Federated Learning of Neural Networks,arXiv,2019,1905.12022,"Mikhail Yurochkin, Mayank Agarwal, Soumya Ghosh, Kristjan Greenewald, Trong Nghia Hoang, Yasaman Khazaeni",https://arxiv.org/abs/1905.12022,05,ICML 2019,
Self-supervised audio representation learning for mobile devices,arXiv,2019,1905.11796,"Marco Tagliasacchi, Beat Gfeller, Félix de Chaumont Quitry, Dominik Roblek",https://arxiv.org/abs/1905.11796,05,,
Fair Resource Allocation in Federated Learning,arXiv,2019,1905.10497,"Tian Li, Maziar Sanjabi, Ahmad Beirami, Virginia Smith",https://arxiv.org/abs/1905.10497,05,ICLR 2020,
Decentralized Bayesian Learning over Graphs,arXiv,2019,1905.10466,"Anusha Lalitha, Xinghan Wang, Osman Kilinc, Yongxi Lu, Tara Javidi, Farinaz Koushanfar",https://arxiv.org/abs/1905.10466,05,,
Federated Forest,arXiv,2019,1905.10053,"Yang Liu, Yingting Liu, Zhijie Liu, Junbo Zhang, Chuishi Meng, Yu Zheng",https://arxiv.org/abs/1905.10053,05,,
Accelerating DNN Training in Wireless Federated Edge Learning Systems,arXiv,2019,1905.09712,"Jinke Ren, Guanding Yu, Guangyao Ding",https://arxiv.org/abs/1905.09712,05,To be published in IEEE Journal on Selected Areas in Communications,
Incentive Design for Efficient Federated Learning in Mobile Networks: A Contract Theory Approach,arXiv,2019,1905.07479,"Jiawen Kang, Zehui Xiong, Dusit Niyato, Han Yu, Ying-Chang Liang, Dong In Kim",https://arxiv.org/abs/1905.07479,05,submitted to the conference for potential publication,
Hybrid-FL for Wireless Networks: Cooperative Learning Mechanism Using Non-IID Data,arXiv,2019,1905.07210,"Naoya Yoshida, Takayuki Nishio, Masahiro Morikura, Koji Yamamoto, Ryo Yonetani",https://arxiv.org/abs/1905.07210,05,,
BrainTorrent: A Peer-to-Peer Environment for Decentralized Federated Learning,arXiv,2019,1905.06731,"Abhijit Guha Roy, Shayan Siddiqui, Sebastian Pölsterl, Nassir Navab, Christian Wachinger",https://arxiv.org/abs/1905.06731,05,,
Client-Edge-Cloud Hierarchical Federated Learning,arXiv,2019,1905.06641,"Lumin Liu, Jun Zhang, S. H. Song, Khaled B. Letaief",https://arxiv.org/abs/1905.06641,05,"6 pages, 4 figures",
Federated Multi-task Hierarchical Attention Model for Sensor Analytics,arXiv,2019,1905.05142,"Yujing Chen, Yue Ning, Zheng Chai, Huzefa Rangwala",https://arxiv.org/abs/1905.05142,05,,
One-Shot Federated Learning: Theoretical Limits and Algorithms to Achieve Them,arXiv,2019,1905.04634,"Saber Salehkaleybar, Arsalan Sharifnassab, S. Jamaloddin Golestani",https://arxiv.org/abs/1905.04634,05,,
Interpret Federated Learning with Shapley Values,arXiv,2019,1905.04519,Guan Wang,https://arxiv.org/abs/1905.04519,05,,
Differentially Private Learning with Adaptive Clipping,arXiv,2019,1905.03871,"Galen Andrew, Om Thakkar, H. Brendan McMahan, Swaroop Ramaswamy",https://arxiv.org/abs/1905.03871,05,"Accepted to NeurIPS, 2021",
Robust Federated Training via Collaborative Machine Teaching using Trusted Instances,arXiv,2019,1905.02941,"Yufei Han, Xiangliang Zhang",https://arxiv.org/abs/1905.02941,05,,
Adaptive Task Allocation for Asynchronous Federated and Parallelized Mobile Edge Learning,arXiv,2019,1905.01656,"Umair Mohammad, Sameh Sorour",https://arxiv.org/abs/1905.01656,05,"7 pages, 3 figures, submitted to IEEE TVT as a correspondence paper (conference paper), 3 Appendices",
A Federated Filtering Framework for Internet of Medical Things,arXiv,2019,1905.01138,"Sunny Sanyal, Dapeng Wu, Boubakr Nour",https://arxiv.org/abs/1905.01138,05,"6 pages, 6 Figures, accepted for oral presentation in IEEE ICC 2019, Internet of Things, Federated Learning and Perturbation theory",
Galaxy Learning -- A Position Paper,arXiv,2019,1905.00753,"Chao Wu, Jun Xiao, Gang Huang, Fei Wu",https://arxiv.org/abs/1905.00753,05,,
Semi-Cyclic Stochastic Gradient Descent,arXiv,2019,1904.10120,"Hubert Eichner, Tomer Koren, H. Brendan McMahan, Nathan Srebro, Kunal Talwar",https://arxiv.org/abs/1904.10120,04,,
Fast Uplink Grant for NOMA: a Federated Learning based Approach,arXiv,2019,1904.07975,"Oussama Habachi, Mohamed-Ali Adjif, Jean-Pierre Cances",https://arxiv.org/abs/1904.07975,04,"arXiv admin note: text overlap with arXiv:1706.08799, arXiv:1709.00867 by other authors",
Guided Meta-Policy Search,arXiv,2019,1904.00956,"Russell Mendonca, Abhishek Gupta, Rosen Kralev, Pieter Abbeel, Sergey Levine, Chelsea Finn",https://arxiv.org/abs/1904.00956,04,Published at Neurips 2019. Website : https://sites.google.com/berkeley.edu/guided-metapolicy-search,
KloakDB: A Platform for Analyzing Sensitive Data with $K$-anonymous Query Processing,arXiv,2019,1904.00411,"Madhav Suresh, Zuohao She, William Wallace, Adel Lahlou, Jennie Rogers",https://arxiv.org/abs/1904.00411,04,,
Federated Learning Of Out-Of-Vocabulary Words,arXiv,2019,1903.10635,"Mingqing Chen, Rajiv Mathews, Tom Ouyang, Françoise Beaufays",https://arxiv.org/abs/1903.10635,03,,
A Fog Robotics Approach to Deep Robot Learning: Application to Object Recognition and Grasp Planning in Surface Decluttering,arXiv,2019,1903.09589,"Ajay Kumar Tanwani, Nitesh Mor, John Kubiatowicz, Joseph E. Gonzalez, Ken Goldberg",https://arxiv.org/abs/1903.09589,03,"IEEE International Conference on Robotics and Automation, ICRA, 2019",
Patient Clustering Improves Efficiency of Federated Machine Learning to predict mortality and hospital stay time using distributed Electronic Medical Records,arXiv,2019,1903.09296,"Li Huang, Dianbo Liu",https://arxiv.org/abs/1903.09296,03,,
Short Datathon for the Interdisciplinary Development of Data Analysis and Visualization Skills,arXiv,2019,1903.07539,"Myrian Noguera Salinas, Maria Claudia Figueiredo Pereira Emer, Adolfo Gustavo Serra Seca Neto",https://arxiv.org/abs/1903.07539,03,12th International Workshop on Cooperative and Human Aspects of Software Engineering (CHASE 2019) - Short paper,
Communication-Efficient Federated Deep Learning with Asynchronous Model Update and Temporally Weighted Aggregation,arXiv,2019,1903.07424,"Yang Chen, Xiaoyan Sun, Yaochu Jin",https://arxiv.org/abs/1903.07424,03,,
Asynchronous Federated Optimization,arXiv,2019,1903.03934,"Cong Xie, Sanmi Koyejo, Indranil Gupta",https://arxiv.org/abs/1903.03934,03,,
Robust and Communication-Efficient Federated Learning from Non-IID Data,arXiv,2019,1903.02891,"Felix Sattler, Simon Wiedemann, Klaus-Robert Müller, Wojciech Samek",https://arxiv.org/abs/1903.02891,03,"17 pages, 16 figures",
